,puuid,gameList
1522,uOfWx6nyfvLlR171dusR8KdkTO78wBlXH6y9luJqILwTLiQ3Vg3-ZUU3rpv9so_uv5NXXLUT7lQ0ug,"['NA1_4334353285', 'NA1_4334370315', 'NA1_4334308104', 'NA1_4334312962', 'NA1_4334290086', 'NA1_4334259885', 'NA1_4334204421', 'NA1_4332987707', 'NA1_4333011538', 'NA1_4332913464']"
1523,3vlHxdIBJ5pCkqHlHxTIDW5p-c7OsdPKQ3UckKo9g7YuaD2GmtIxsvBwJDhYoq-LbCJJNQ-7U2lUXg,"['NA1_4334282879', 'NA1_4334247153', 'NA1_4334212479', 'NA1_4334002428', 'NA1_4333751936', 'NA1_4333636387', 'NA1_4333623279', 'NA1_4333529216', 'NA1_4333487876', 'NA1_4333049619']"
1524,xbjj8mq5mLS49XXrtpNTYX6m3ncomRJK4Q7M1TXPgYMkr-NIYbyT48Frw7HuaKoDcgHQZor55UbNGg,"['NA1_4334320664', 'NA1_4334219852', 'NA1_4334174153', 'NA1_4332476381', 'NA1_4332444250', 'NA1_4332398658', 'NA1_4332415678', 'NA1_4332382955', 'NA1_4329933971', 'NA1_4329905634']"
1525,NbWFKXFJClddiFzrbRqbeL4R_TVezaevP6dPvuxpub48owyhj4eE7hraUQEVR9_bZnasTO-8hJtfng,"['NA1_4334104087', 'NA1_4334130194', 'NA1_4333979304', 'NA1_4333643099', 'NA1_4333529194', 'NA1_4333535526', 'NA1_4332823541', 'NA1_4332801249', 'NA1_4332767774', 'NA1_4332774153']"
1526,PiLapO_txOUvCiGKClZv92lKZ1ELuRKSJb1BGCzXqIUnmwMP8YHsNSKcPF7QVKMac5VYl_uIanarDQ,"['NA1_4332158646', 'NA1_4332183681', 'NA1_4332088451', 'NA1_4332071975', 'NA1_4332066647', 'NA1_4332031820', 'NA1_4331954540', 'NA1_4331925753', 'NA1_4331302437', 'NA1_4331239150']"
1527,tDtma2VnnUksCQkHtYCB1pW_p14fMmSqjgiMGKnbw_UOKJR4gRDreAm-zvHV9Kk3FjWo_m9BaizIaA,"['NA1_4262495188', 'NA1_4262512015', 'NA1_4262436385', 'NA1_4262452678', 'NA1_4262405813', 'NA1_4261388947', 'NA1_4261384870', 'NA1_4261344058', 'NA1_4261326881', 'NA1_4261284365']"
1528,cg16kIpXTLiZ9zlebr_pwfM0_9-oG0x2lq3VqGuJbEq86zGOzUz7TzG8J5zpJRoeKSYbgchgmkFo2w,"['NA1_4315652014', 'NA1_4315627657', 'NA1_4315594720', 'NA1_4315620571', 'NA1_4315557854', 'NA1_4315563759', 'NA1_4315521700', 'NA1_4315459628', 'NA1_4315456775', 'NA1_4315494026']"
1529,C-SVkvvW8TtEV6NTW5rxB1xXuHEws7YIAfDZGsI9N-ReMdZF3aa5bKhGcbaukTBEqZFl6fnonY6_5A,"['NA1_4334322227', 'NA1_4334265227', 'NA1_4334199318', 'NA1_4334155302', 'NA1_4334170849', 'NA1_4334098777', 'NA1_4334132672', 'NA1_4334068328', 'NA1_4334033385', 'NA1_4333928695']"
1530,RE2KaAWU9DX3mLbTtxkfuvS5MqgXgf8QlDSr90OWy5VPOG4U_XefhzaWyqPl8du6KGGbmPrkshz-ng,"['NA1_4331166997', 'NA1_4324759034', 'NA1_4324775897', 'NA1_4324763118', 'NA1_4324719042', 'NA1_4324706282', 'NA1_4319167667', 'NA1_4314784174', 'NA1_4314772155', 'NA1_4314738373']"
1531,8fsLlbsi4m8-NX_M9FHocTALF2QCuhNbhkxz_FzDuwPwJ-vePoRl0Tnxcl6Vg_2jTYw04BOKjzGNrw,"['NA1_4334330270', 'NA1_4334297058', 'NA1_4333628238', 'NA1_4333664067', 'NA1_4333622322', 'NA1_4332714032', 'NA1_4332711557', 'NA1_4332554032', 'NA1_4332559910', 'NA1_4332525699']"
1532,awAvyf6reDMsn1RlneK-sqt3qLW9y9zF0FO7NpHOj7mmGpHgwfPgbS9HFtRagHWz4z1BG4t-FuNoCw,"['NA1_4334267404', 'NA1_4334216084', 'NA1_4334251940', 'NA1_4334179363', 'NA1_4334196605', 'NA1_4334182589', 'NA1_4334138242', 'NA1_4334134880', 'NA1_4334101710', 'NA1_4334076877']"
1533,5-OaRWbcZK3-58sIVBrKze91SQjypl4mI1_unfbrv7AJcl8_z2f9UFtUXkhjWlLK-kSm1K_zisBhGg,"['NA1_4316189072', 'NA1_4314953458', 'NA1_4314951948', 'NA1_4294004701', 'NA1_4293982523', 'NA1_4293196162', 'NA1_4287112548', 'NA1_4284581698', 'NA1_4279053734', 'NA1_4276652251']"
1534,mQAUKcuG_QCyDuLgakBeDCQaSfQD9j-TngmdDtp0C68S4XauV_TsEX2U9q3AUe9xtvmyCjZftpMBtw,"['NA1_4333089577', 'NA1_4333076774', 'NA1_4331285586', 'NA1_4331283207', 'NA1_4329993632', 'NA1_4329700253', 'NA1_4329572975', 'NA1_4328016538', 'NA1_4327957520', 'NA1_4327952275']"
1535,-yzlz4LaY90ocixa_l54mLFL5qzeZA8HUefOLJBsrQR0dWjXhMsC7jJUJGc-9l14Y8-cE6F2ZQ15ug,"['NA1_4333751006', 'NA1_4333216673', 'NA1_4332597361', 'NA1_4332593591', 'NA1_4331638556', 'NA1_4331455489', 'NA1_4331461774', 'NA1_4331357858', 'NA1_4331384065', 'NA1_4331401256']"
1536,fx48eWs9eP0KEksthIUIrG6osPRcA1J9JSepXGLM13zLUHgb_p1Q7y_W_aAO-ScWXMs8FX9s_50-8w,"['NA1_4277051879', 'NA1_4272483929', 'NA1_4209246914', 'NA1_4209120137', 'NA1_4208964605', 'NA1_4208526249', 'NA1_4206606241', 'NA1_4205827230', 'NA1_4205823670', 'NA1_4205713245']"
1537,C4zC7RQu7aa1W2s2Z5xwUK_Ikde4VsC3PB0Ez8_rqYxm5FtaDctEN-BrK5YKDgPl3m0d_sIwJAZ7MA,"['NA1_4330576936', 'NA1_4324514223', 'NA1_4312390935', 'NA1_4310145410', 'NA1_4310121576', 'NA1_4303683581', 'NA1_4303680877', 'NA1_4303624191', 'NA1_4303596981', 'NA1_4303582371']"
1538,lvkt-m3NggPKHR0ZRscjNqT7AYwWfYQ-cwBTX1gu0_rZSqr4HHtyl5OrwOv-WlW3zFF5kyj_fhvrAQ,"['NA1_4318773786', 'NA1_4318731182', 'NA1_4318725991', 'NA1_4316545844', 'NA1_4316532785', 'NA1_4316517768', 'NA1_4316474592', 'NA1_4305474604', 'NA1_4305480946', 'NA1_4305418198']"
1539,97DSgTksiVzLhBJlWxreaRke0KfgBhXi3YsZROlNnuuZTIkFh82XObis5-Bivn7tJ1QnBsg9uwW-0g,"['NA1_4333493529', 'NA1_4333419219', 'NA1_4332611362', 'NA1_4332566804', 'NA1_4332602512', 'NA1_4332519037', 'NA1_4331906044', 'NA1_4331686644', 'NA1_4330594672', 'NA1_4330560960']"
1540,6Q5QdzWLuIkUAONhMUuvxIuItFyghQExpt7vbpJyzUuz-AW_XcBAM6s5A6dlHOZl-VPF7yt1l1kuFw,"['NA1_4334294530', 'NA1_4334216034', 'NA1_4333516310', 'NA1_4333018029', 'NA1_4332236043', 'NA1_4331901047', 'NA1_4331881101', 'NA1_4331786529', 'NA1_4331770143', 'NA1_4331638743']"
1541,FZ4ABNzyCJF_fGDXPVjCw6NlEkj-bJpUUk8d7groWQUZK9287WNyXG3OMKIzqnazsT-uLOnWDxmxdw,"['NA1_4333878518', 'NA1_4333885849', 'NA1_4333903692', 'NA1_4333328335', 'NA1_4330134378', 'NA1_4330142768', 'NA1_4330151474', 'NA1_4327703777', 'NA1_4324995250', 'NA1_4325022120']"
1542,Tx7_AiLX168RLJmFuKUrSBTymv4GU6dfY1vCZcz4nsAG3g_NJLXa01hbpeHaDLa6_-C5xLnRjO7JQQ,"['NA1_4331024579', 'NA1_4330979406', 'NA1_4329874133', 'NA1_4329839175', 'NA1_4328894209', 'NA1_4328890437', 'NA1_4328159824', 'NA1_4328126316', 'NA1_4328082949', 'NA1_4328048016']"
1543,T1jrCghd-ofQaEhinic95i7K2G_Z9GXoHxJU3YYFYUvOLUg35vWAgMwdRrIvRE5BuTfT_Oyqmdh_cw,"['NA1_4334178096', 'NA1_4334139201', 'NA1_4334131169', 'NA1_4334064539', 'NA1_4333756354', 'NA1_4333753153', 'NA1_4333625905', 'NA1_4333611801', 'NA1_4333534079', 'NA1_4333007763']"
1544,1aL2KHNS7pSgGU8WTiv4b-sAhoe85ucFUsGCpyUdSllB1fUHquD0y8QcxGvZn5vJ47vC_rB47N_KFg,"['NA1_4315257807', 'NA1_4315234615', 'NA1_4313050867', 'NA1_4312985204', 'NA1_4312984399', 'NA1_4312963506', 'NA1_4313001427', 'NA1_4312960762', 'NA1_4312938298', 'NA1_4312936025']"
1545,OTP2XnrQCaPjWjqC9zE59cwgtd758H73z_04llRZj-KpA3icNIBV_nu4L6sOo3uMqNMN69XHyJtktQ,"['NA1_4332193874', 'NA1_4332169232', 'NA1_4331663956', 'NA1_4331629223', 'NA1_4330885250', 'NA1_4330868368', 'NA1_4330823601', 'NA1_4330679593', 'NA1_4329142519', 'NA1_4326953749']"
1546,qeTElw_NAmhMgkyKWKNIVx_3-DJipVZdSN6CExkphf7QMGXHKOysQuzEUB3wwWvYl0OxN3pmkZfbug,"['NA1_4334029847', 'NA1_4332888697', 'NA1_4332882092', 'NA1_4328918018', 'NA1_4328952581', 'NA1_4328858675', 'NA1_4320816225', 'NA1_4320337753', 'NA1_4317822369', 'NA1_4317748193']"
1547,GTupU4GgUaLZWU29MF9WePTxP1CcynIp9k9LC59Iqm5_2BbFHf_R6EIKByv0hb1R4FLIQGLS_LRT9A,"['NA1_4334244474', 'NA1_4332980992', 'NA1_4332955805', 'NA1_4331992631', 'NA1_4331919845', 'NA1_4331649809', 'NA1_4331643890', 'NA1_4331228344', 'NA1_4331220966', 'NA1_4331168105']"
1548,R0AhmAZ9pjOTTy3n-F2i9OSc6cscYVYlNda_J05zzmwfO8ZKbnXVzV2ckIwfLDNkBHeI6CRR8itGbg,"['NA1_4333207808', 'NA1_4333185435', 'NA1_4333183334', 'NA1_4333190598', 'NA1_4333097912', 'NA1_4333132599', 'NA1_4332453615', 'NA1_4332450339', 'NA1_4332135992', 'NA1_4332128591']"
1549,S6T4lZeKgRGaj87As3_7os4xVubdxl7dMvVN4M2JAoF_SgsjUVY5w-DsMWKwNrrAo3q1CRcSx11Ocg,"['NA1_4290928552', 'NA1_4290903018', 'NA1_4290035399', 'NA1_4289994191', 'NA1_4285864519', 'NA1_4285819906', 'NA1_4285765699', 'NA1_4285718972', 'NA1_4285733344', 'NA1_4285700559']"
1550,t8k12iHst63VblZcnWbTQsw7Unh4230t7M5SANHr1MYAINAlCkFTQOSQKsrJk9YAMonxjXdLYzxbwQ,"['NA1_4334000652', 'NA1_4333915169', 'NA1_4333898797', 'NA1_4333619808', 'NA1_4333505692', 'NA1_4333492703', 'NA1_4333094770', 'NA1_4333099768', 'NA1_4333044383', 'NA1_4332320075']"
1551,LZQPJ-8OmBMfN8XKSQCkOXajbvSzQ2_7tmzQCCbesEID31blQqBbqyTvBLTt5eQJbNVIUqdgUFPBpw,"['NA1_4332082963', 'NA1_4332065327', 'NA1_4331724777', 'NA1_4331558490', 'NA1_4331584447', 'NA1_4331570290', 'NA1_4330988822', 'NA1_4330886860', 'NA1_4330619610', 'NA1_4329888054']"
1552,BpDott2MPHdf_b4BCRxmZCGk5-bnsnc-CK-jiSD-a4Qwk2A_gKL2N6NPDDScobVMj9jOTq4hi5ZStQ,"['NA1_4331689432', 'NA1_4329528106', 'NA1_4323335278', 'NA1_4322013540', 'NA1_4321975733', 'NA1_4321909574', 'NA1_4320962907', 'NA1_4320878652', 'NA1_4318770355', 'NA1_4317754170']"
1553,oEUQ-DEqGyeVJimbBzM94WvquW0TvU7kUiZOZgLA2s_fhkZyOBmabTWY9gY6nU0FyBI7WHPQ9nnAiQ,"['NA1_4332985852', 'NA1_4332947186', 'NA1_4332960157', 'NA1_4332834465', 'NA1_4332765999', 'NA1_4332782028', 'NA1_4328135618', 'NA1_4328142070', 'NA1_4328077884', 'NA1_4327637553']"
1554,tC6TZA4kMRHtqMhNxEFYGDElpZ9tfhpw5O4uR3xX1bGgw_ImowLngB_FzPFemXaUmZnhnjkVy7BgWw,"['NA1_4334076060', 'NA1_4334005318', 'NA1_4333948934', 'NA1_4333856214', 'NA1_4333750587', 'NA1_4333637810', 'NA1_4333623013', 'NA1_4333402607', 'NA1_4333283386', 'NA1_4332941425']"
1555,D01aPTesd4dApGp6ry82ledJ4twPyM608hWX2vqLEXXuK8gbMCxQKG6kEQOrmX2rZm80h_mpVk-lAw,"['NA1_4315289319', 'NA1_4315269768', 'NA1_4315097197', 'NA1_4315094443', 'NA1_4314268358', 'NA1_4314254348', 'NA1_4314239754', 'NA1_4313318846', 'NA1_4313362892', 'NA1_4313266361']"
1556,Iht1oxMlHaf9MC2zCsyDSwCcDq_AsWpoQ_sJrjfd7u8QycavZweHRNXdiYvGnIHfosrcMWJA1sxa-Q,"['NA1_4333740425', 'NA1_4331288545', 'NA1_4331237553', 'NA1_4331252736', 'NA1_4331186875', 'NA1_4324701516', 'NA1_4324666121', 'NA1_4324651782', 'NA1_4324313496', 'NA1_4324246152']"
1557,WgA4He7WoD0RcePQrnQC4C8SF50Hrqn7pHyTHs3Qw5gxuwFZYiW0KfIYQmnjFb7i0fmh9Ua5GJHo9A,"['NA1_4334130161', 'NA1_4333768467', 'NA1_4333772697', 'NA1_4333017700', 'NA1_4333010571', 'NA1_4332700682', 'NA1_4332623472', 'NA1_4332567569', 'NA1_4332583236', 'NA1_4331903810']"
1558,H_vdukCkVpWJtDhvio0XbNljHrG5zQi632vmEnBlK4ZMFOFlBOlTx3MN1PI6h3MwpMt1IA7Qv-7z8g,"['NA1_4312501290', 'NA1_4277685708', 'NA1_4276955127', 'NA1_4276992945', 'NA1_4276952315', 'NA1_4276970819', 'NA1_4276929731', 'NA1_4276907971', 'NA1_4276590013', 'NA1_4276555285']"
1559,F0MWHstixAuaNKG8JIiIsJ1PcC7Z5zu3SDASrsu-v9fYCc_p5B5VnP4_moBL6D-s3TPwWj5Nt0vUIg,"['NA1_4327991191', 'NA1_4327906457', 'NA1_4317999826', 'NA1_4317895885', 'NA1_4317852867', 'NA1_4317841259', 'NA1_4317757142', 'NA1_4317172508', 'NA1_4317160491', 'NA1_4317074208']"
1560,q0gOWDFQ-JVhvxcWNwxRqs8uqQSKnmLTA1LwwFPTbrXng-dHFLRczK9X-THnMSVhwk3qvC6iC6T_mQ,"['NA1_4332950919', 'NA1_4332856140', 'NA1_4331476010', 'NA1_4331483375', 'NA1_4331222102', 'NA1_4330486307', 'NA1_4329717962', 'NA1_4328583592', 'NA1_4326866903', 'NA1_4326863006']"
1561,pHzZbLEQneihUpup34QNrjn0JyA05pBdl--kylU2ggXvuCygbP_h7Egu8VX_BWV1zsbAfb9gy-_5ig,"['NA1_4333916919', 'NA1_4333878994', 'NA1_4333896066', 'NA1_4333872888', 'NA1_4333798783', 'NA1_4333773684', 'NA1_4333284279', 'NA1_4332616702', 'NA1_4332625129', 'NA1_4332608972']"
1562,2w38YkxfXvFbeZfWkK-UTAuIFWpSyx9iUR7lmAYeC1TWqASgT7wKOXG0vFlA7u3S-EKe9qGW4Qtx1A,"['NA1_4311472614', 'NA1_4311247097', 'NA1_4311207133', 'NA1_4305576381', 'NA1_4297839647', 'NA1_4297829460', 'NA1_4296581644', 'NA1_4296497311', 'NA1_4295758726', 'NA1_4295752136']"
1563,dfGaN-CP2RYXvvkygJbp6vXh_wYOX2A050ivSicBVxz4BsJDdH3Ag-Kyxs21iaojxeKpQo-btTXzWA,"['NA1_4334264246', 'NA1_4334208329', 'NA1_4334172513', 'NA1_4332995610', 'NA1_4332967523', 'NA1_4332807840', 'NA1_4332792371', 'NA1_4332681211', 'NA1_4332612401', 'NA1_4332105058']"
1564,2hAJZi-kG_w5x2M_VTC9Y2vuVC4zpxNAaOTWJ1hDWNdcIKLDfSu5SntQkZM7t6WLWlYq9_tYU0814A,"['NA1_4328101276', 'NA1_4326540264', 'NA1_4326485131', 'NA1_4326357419', 'NA1_4322208531', 'NA1_4322191699', 'NA1_4310744505', 'NA1_4309530901', 'NA1_4309495658', 'NA1_4309453110']"
1565,QzbYFUWGXB-b7AnD-nx_uIpSxd87V0yzRicsqgb7EdlsY95H8wNeSFszQ4o7merXek4KgOc7VP3lfA,"['NA1_4328257399', 'NA1_4327689261', 'NA1_4327703822', 'NA1_4327626591', 'NA1_4327612155', 'NA1_4327538019', 'NA1_4326158988', 'NA1_4326118286', 'NA1_4323290968', 'NA1_4322454338']"
1566,94bcTc5bTbQHRA_9hgCSg0-Dw6MnsFMc-RmkztJWOU9G2MPPk6wBoz_vJ8zNOop-NYADyi0RvYkVTg,"['NA1_4276317521', 'NA1_4275706794', 'NA1_4275743142', 'NA1_4275454620', 'NA1_4275267750', 'NA1_4275223799', 'NA1_4273997445', 'NA1_4274032356', 'NA1_4272301741', 'NA1_4272277072']"
1567,SxOdXYViSPFg6QDiS5FSgtd3c21mBiJGKT86f55DDgFDTsVuqwQLfFaX6quqJxjdL0NhOOSsk7oFCw,"['NA1_4334033455', 'NA1_4333977559', 'NA1_4334011030', 'NA1_4333792295', 'NA1_4333638194', 'NA1_4332746675', 'NA1_4332760744', 'NA1_4332724468', 'NA1_4332634784', 'NA1_4332650011']"
1568,o2zLZchBCvGzeLq3jBTbprPNb51JoSnQASX9kgweOcn9Mq8INZCbaU6q3668H5OHlt8Mw5pv5FZRvA,"['NA1_4319276444', 'NA1_4319321783', 'NA1_4319272160', 'NA1_4317826456', 'NA1_4317758263', 'NA1_4315531986', 'NA1_4315397276', 'NA1_4315440632', 'NA1_4315356399', 'NA1_4314055560']"
1569,CBYL0I0VSkz5IN5NU8VCeOdSxDNMIkaDEnNjmR4wuxiDkz7X5FWu1B-Jwsc-l8rcNtKn4q1HXYK5ZA,"['NA1_4334389553', 'NA1_4334368345', 'NA1_4334385323', 'NA1_4334344280', 'NA1_4334370862', 'NA1_4329945640', 'NA1_4329933170', 'NA1_4329930965', 'NA1_4329916229', 'NA1_4329922836']"
1570,TQWABWxthYX__DdTKqgfC62x5eg0f19dDDVr-ahXM3PRARWh-phJZE13TVyqhTm20w-Okl8Fte2apQ,"['NA1_4286356577', 'NA1_4282420919', 'NA1_4276865336', 'NA1_4276830778', 'NA1_4275661847', 'NA1_4275563287', 'NA1_4275463107', 'NA1_4275425995', 'NA1_4272629360', 'NA1_4271663676']"
1571,99kNVxPfpGMGkjjqb3JcYp0oTOBGnD0abNqVQ-Rmzd6uUUDflfA4yK_gUUj2iEGVn4CYmTtq3OpBeg,"['NA1_4333795473', 'NA1_4333626231', 'NA1_4332744213', 'NA1_4332657803', 'NA1_4332660169', 'NA1_4327535332', 'NA1_4326355458', 'NA1_4325301084', 'NA1_4323153103', 'NA1_4322971268']"
1572,s517MTfzda7gN0Ph9ZgyQdRpkZ9jiKj4JiszD1vscTp34ExPFxW-j0Vnp27XzNY8ngOE8n2VqvMTMA,"['NA1_4334412644', 'NA1_4332695579', 'NA1_4332629004', 'NA1_4332633503', 'NA1_4332630093', 'NA1_4332604555', 'NA1_4332151937', 'NA1_4322820909', 'NA1_4322214833', 'NA1_4322189037']"
1573,Vaiiz4GyS2esis7KuQuetk1qx1C8dK7s-LUWzqzPcszFz0WEHW9xJeUke-tf_ndQljG-KQcwSvsFww,"['NA1_4328224156', 'NA1_4328201251', 'NA1_4328177243', 'NA1_4326042609', 'NA1_4325939409', 'NA1_4325982237', 'NA1_4325883217', 'NA1_4319975379', 'NA1_4319918571', 'NA1_4319933822']"
1574,vMU77_n3d126J12jdAlA1oTxWFcQA7iSvKQTVlHgz4gCAIPHn3v_-A3ENxS8UiKedzc7JtyYcer-Gw,"['NA1_4327595278', 'NA1_4327611039', 'NA1_4324710277', 'NA1_4324654274', 'NA1_4324482442', 'NA1_4324401945', 'NA1_4323156878', 'NA1_4323153931', 'NA1_4322205904', 'NA1_4321050518']"
1575,EfycpHT-W2b7EOyMeGc15AyiJKsN2hqdQfZA6acGA7IarFNbl0sOXzpqGxsRWe48ZWQsfn55qDRO-A,"['NA1_4334288621', 'NA1_4334281191', 'NA1_4334197159', 'NA1_4334148970', 'NA1_4333194922', 'NA1_4333202330', 'NA1_4333132282', 'NA1_4333048203', 'NA1_4332251191', 'NA1_4332217736']"
1576,vBz-iiudkDnbH9raUex-R_7BM_gQ9LutRQ86q65AO_18cQS8q7q8YSHraYZmdkeI6GPhD2OdxH1cnw,"['NA1_4331422200', 'NA1_4331410982', 'NA1_4331407914', 'NA1_4329270572', 'NA1_4329257236', 'NA1_4329214105', 'NA1_4329242363', 'NA1_4329209727', 'NA1_4329197418', 'NA1_4329205464']"
1577,WqWAqMyZFbHVW5o6YD6rFaGPrcxAJNuI2DzKS55T3p7IeF6GBUYuMdX2FJ9Vaqe2gs_5yxoGFFU34A,"['NA1_4330910066', 'NA1_4330845285', 'NA1_4330819789', 'NA1_4318962736', 'NA1_4318888906', 'NA1_4318894725', 'NA1_4318818567', 'NA1_4317574804', 'NA1_4317517632', 'NA1_4317531500']"
1578,pR2wZ82u5qo8R6nLlJz3dQOK0LLHnCbEixZMlPnOeabKf1yDKXzaWAenR5KsUj0ikP4C71HIEXkKsQ,"['NA1_4300205676', 'NA1_4300174696', 'NA1_4300148980', 'NA1_4300118998', 'NA1_4300106726', 'NA1_4300141190', 'NA1_4300101829', 'NA1_4299266685', 'NA1_4299225583', 'NA1_4299206256']"
1579,6-vPIiPwDtyQ4ZogUxhM1kSkBObV8aV_sogqxctbLPCYsfY9yS5Nb5KNFlJs65HI1UAMvGDwkdVW0g,"['NA1_4245220846', 'NA1_4245195486', 'NA1_4245024420', 'NA1_4245009531', 'NA1_4245005535', 'NA1_4245002972', 'NA1_4244958394', 'NA1_4244905171', 'NA1_4244616775', 'NA1_4244642446']"
1580,2_iRE0dQv1SQqCfhtcB_u6QPkRa1-QaBJqPe_ii4L9BoswsKPO0juh6uzXTBtt9LaE3dDs0XHbHyDg,"['NA1_4303500971', 'NA1_4303415156', 'NA1_4302512282', 'NA1_4288800289', 'NA1_4288783797', 'NA1_4287698553', 'NA1_4287713089', 'NA1_4287636674', 'NA1_4287641070', 'NA1_4287575910']"
1581,gxDnEEtCV950fuCTQuND40e83m_46DxGxi9RVmqav049VoILRimZTfnVH6SoB1KBaANhJ2ZBDT7zKg,"['NA1_4212543971', 'NA1_4211506878', 'NA1_4211375196', 'NA1_4211129212', 'NA1_4211096813', 'NA1_4211094779', 'NA1_4211130625', 'NA1_4211047310', 'NA1_4211025367', 'NA1_4211022178']"
1582,4Bq8c9XDwfDux3371v125B7dSG0VNaUbBiJOBdKlCqrx9bBYiHTspeE5kIjz9kBBMGG8qg4jSAv0yw,"['NA1_4325623573', 'NA1_4325341458', 'NA1_4325257506', 'NA1_4325262689', 'NA1_4325205036', 'NA1_4325109733', 'NA1_4325066784', 'NA1_4325081344', 'NA1_4325047071', 'NA1_4309486623']"
1583,8cKOeneYppq79t1YfXPrJiE6j-SiMIxsQKxqdAE4jSAa4-hkzyCAfueCaj5GH3BTPg2L-8TPDetjow,"['NA1_4269577639', 'NA1_4269559389', 'NA1_4269448637', 'NA1_4269461778', 'NA1_4269416178', 'NA1_4269420897', 'NA1_4269335433', 'NA1_4268751173', 'NA1_4269321137', 'NA1_4269287964']"
1584,SjTREIMPBH19IoZbsPrGlgUhRyfMTsMvAr2_TrzOfGosN4rGKGJKKqzw5j8nEACy5aD40aMpdPt7CA,"['NA1_4332460792', 'NA1_4332428818', 'NA1_4329285586', 'NA1_4329322305', 'NA1_4328853547', 'NA1_4328824472', 'NA1_4328370620', 'NA1_4326602014', 'NA1_4326221223', 'NA1_4325987469']"
1585,nhteeiuIqR1l0h0Gk4to6Q_8_Qyz64rvc0kiqXHjPjTNeTxEWc30Unh5iL6BncDvWXS7K6rAQ26OTA,"['NA1_4299119788', 'NA1_4299083794', 'NA1_4299072181', 'NA1_4299028413', 'NA1_4298978596', 'NA1_4298682675', 'NA1_4298664399', 'NA1_4298611451', 'NA1_4298604479', 'NA1_4298563765']"
1586,pzxkX4Tglr_d74o70yEuINndAi5N_yULDcXW-RB5-IpXA86XdTAIVfLLuGpxmP9xbxbczE-ZnDXu6Q,"['NA1_4286852037', 'NA1_4283668021', 'NA1_4283701734', 'NA1_4268410543', 'NA1_4267962564', 'NA1_4267958754', 'NA1_4267906808', 'NA1_4267522751', 'NA1_4267430465', 'NA1_4267273081']"
1587,a7m2U17W0tf074riVcq2dDMexcLXbaAXpnYGfYxy8SgaGMLJP4mv9Q-tbVy5L5MO5G4K6xx1G6WJfQ,"['NA1_4333119980', 'NA1_4333082062', 'NA1_4332985999', 'NA1_4332991921', 'NA1_4332951091', 'NA1_4328902092', 'NA1_4328817811', 'NA1_4328811468', 'NA1_4328076017', 'NA1_4328039663']"
1588,JZZJQjaGTliURJ5FWGvtQ_VwY1ETfROfemF2fZ8mBz_oplwTNjlqiq8zHyZ8phZOD7_ZEX43gJ3thA,"['NA1_4209434341', 'NA1_4209387477', 'NA1_4209339780', 'NA1_4209310081', 'NA1_4209272967', 'NA1_4209173503', 'NA1_4208063980', 'NA1_4208016493', 'NA1_4207938119', 'NA1_4207918655']"
1589,K9XgN1t5_KBF6_5uHZvG5veACLqepo_W8togDYLUajq82TlZYhlqpeHEkM-vtmEQKTbRctPPiPfWCQ,"['NA1_4237233997', 'NA1_4237231807', 'NA1_4237195610', 'NA1_4236493159', 'NA1_4236449861', 'NA1_4236345591', 'NA1_4236373125', 'NA1_4236361122', 'NA1_4236308391', 'NA1_4236276651']"
1590,3MzQN07gL3uE7fUw3MWZY4v0yt1HXaoroEZfN23PRdEHQlwSvXzu8tShcXwby2hdC3U0Wi7dNsjxVw,"['NA1_4328645286', 'NA1_4327665839', 'NA1_4327651441', 'NA1_4316837431', 'NA1_4316826584', 'NA1_4316756165', 'NA1_4306467062', 'NA1_4306433146', 'NA1_4306159476', 'NA1_4306164902']"
1591,a8q6L57HxnrO0zUYYPCYlny19z_1a3Hfk7-5EspufQ2yqVwu2JsTdM_Vy00hGtw6EIQ9Fmz9erOBFA,"['NA1_4297009258', 'NA1_4296959241', 'NA1_4296206872', 'NA1_4296205531', 'NA1_4295566358', 'NA1_4295363238', 'NA1_4295349935', 'NA1_4295278613', 'NA1_4295219015', 'NA1_4295224138']"
1592,YfzyAtsH2oEtzMQHHrIJ9tBjn55iUE0roBrXYxqBECOqobaE_sCGlNaTQ9x7zN4-e2NEbaaROKVaSw,"['NA1_4334240488', 'NA1_4334187660', 'NA1_4334203222', 'NA1_4334138878', 'NA1_4333990151', 'NA1_4333913746', 'NA1_4333907660', 'NA1_4332954647', 'NA1_4332877425', 'NA1_4332561998']"
1593,KUZNShMAKGJeUlZ-0sIBM9lJuvLjRzfvKOm4_MsoK4WSJlcEyC5BBbf44xaA_Ku_ZG8PMeBuaJ5yNw,"['NA1_4313865180', 'NA1_4313863148', 'NA1_4299389233', 'NA1_4299246751', 'NA1_4298019457', 'NA1_4282769663', 'NA1_4282766911', 'NA1_4282772474', 'NA1_4282730456', 'NA1_4272832967']"
1594,xSteDdI3ge8sTT9ibcQWm7sQuPThjrFKGMoWAb_ZvtMfBoXTzRhr7Ge83-QbnT78tDkHqsqyB1q0qg,"['NA1_4331514363', 'NA1_4321846998', 'NA1_4305540361', 'NA1_4305450691', 'NA1_4305338351', 'NA1_4304991362', 'NA1_4304624842', 'NA1_4304575953', 'NA1_4303898332', 'NA1_4303866135']"
